Datetime, probe1, probe2, probe3
6/14/2013 21:25:57.361, 22.182955, 21.390533, 19.20031
6/14/2013 21:25:57.394, 22.1368, 21.298286, 19.181149
6/14/2013 21:25:57.428, 22.158768, 21.3073, 19.239016
6/14/2013 21:25:57.461, 22.157906, 21.280745, 19.283976
6/14/2013 21:25:57.496, 22.191425, 21.181206, 19.33792
6/14/2013 21:25:57.529, 22.210419, 21.168667, 19.370861
6/14/2013 21:25:57.562, 22.254692, 21.123957, 19.447475
6/14/2013 21:25:57.595, 22.175545, 21.113874, 19.478437
6/14/2013 21:25:57.628, 22.104774, 21.062227, 19.549181
6/14/2013 21:25:57.662, 22.111046, 21.077427, 19.579014
6/14/2013 21:25:57.695, 22.180094, 21.090641, 19.563107
6/14/2013 21:25:57.729, 22.237156, 21.087126, 19.644585
6/14/2013 21:25:57.762, 22.198772, 21.077002, 19.660578
6/14/2013 21:25:57.795, 22.269838, 20.984634, 19.70234
6/14/2013 21:25:57.829, 22.231014, 20.935364, 19.68929
6/14/2013 21:25:57.862, 22.192537, 20.93092, 19.747599
6/14/2013 21:25:57.894, 22.215136, 20.932245, 19.75182
6/14/2013 21:25:57.929, 22.128592, 20.890554, 19.742668
6/14/2013 21:25:57.962, 22.128351, 20.900284, 19.807766
6/14/2013 21:25:57.995, 22.204586, 20.85365, 19.900335
6/14/2013 21:25:57.28, 22.206821, 20.800781, 19.92439
6/14/2013 21:25:57.62, 22.301123, 20.789446, 20.003508
6/14/2013 21:25:57.95, 22.208103, 20.694155, 20.081335
6/14/2013 21:25:57.129, 22.274796, 20.673197, 20.157127
6/14/2013 21:25:58.161, 22.258492, 20.663345, 20.20942
6/14/2013 21:25:58.195, 22.238966, 20.632858, 20.212097
6/14/2013 21:25:58.229, 22.191967, 20.555733, 20.24076
6/14/2013 21:25:58.262, 22.261383, 20.466478, 20.318613
6/14/2013 21:25:58.295, 22.338474, 20.479353, 20.329674
6/14/2013 21:25:58.328, 22.341545, 20.407923, 20.364912
6/14/2013 21:25:58.361, 22.2961, 20.376547, 20.429865
6/14/2013 21:25:58.395, 22.365532, 20.386496, 20.478893
6/14/2013 21:25:58.429, 22.464512, 20.39729, 20.543299
6/14/2013 21:25:58.461, 22.537115, 20.32208, 20.528616
6/14/2013 21:25:58.495, 22.54146, 20.273027, 20.53075
6/14/2013 21:25:58.528, 22.466116, 20.190142, 20.52488
6/14/2013 21:25:58.562, 22.51163, 20.107191, 20.560709
6/14/2013 21:25:58.595, 22.469797, 20.11407, 20.6606
6/14/2013 21:25:58.628, 22.514105, 20.11063, 20.702314
6/14/2013 21:25:58.661, 22.522448, 20.070099, 20.695637
6/14/2013 21:25:58.695, 22.448608, 20.050177, 20.779367
6/14/2013 21:25:58.729, 22.539818, 20.026623, 20.846563
6/14/2013 21:25:58.762, 22.541395, 19.995527, 20.912134
6/14/2013 21:25:58.795, 22.57729, 19.991724, 21.005713
6/14/2013 21:25:58.828, 22.489405, 20.020176, 21.103111
6/14/2013 21:25:58.862, 22.513725, 20.03893, 21.089626
6/14/2013 21:25:58.895, 22.586775, 19.949263, 21.18917
6/14/2013 21:25:58.929, 22.57746, 19.980034, 21.1813
6/14/2013 21:25:58.961, 22.592009, 19.886051, 21.180277
6/14/2013 21:25:58.996, 22.617731, 19.887972, 21.200941
6/14/2013 21:25:58.28, 22.554916, 19.821188, 21.214016
6/14/2013 21:25:58.62, 22.52436, 19.737772, 21.30433
6/14/2013 21:25:58.95, 22.456629, 19.769737, 21.305237
6/14/2013 21:25:58.128, 22.40008, 19.750751, 21.29007
6/14/2013 21:25:59.162, 22.484364, 19.70266, 21.295626
6/14/2013 21:25:59.195, 22.463606, 19.764826, 21.372976
6/14/2013 21:25:59.229, 22.516043, 19.783228, 21.451715
6/14/2013 21:25:59.262, 22.495129, 19.758427, 21.520138
6/14/2013 21:25:59.296, 22.420527, 19.738771, 21.53813
6/14/2013 21:25:59.328, 22.343937, 19.761507, 21.62972
6/14/2013 21:25:59.362, 22.405298, 19.673023, 21.653194
6/14/2013 21:25:59.395, 22.314379, 19.669374, 21.695297
6/14/2013 21:25:59.428, 22.395168, 19.758396, 21.677608
6/14/2013 21:25:59.461, 22.427444, 19.767185, 21.735651
6/14/2013 21:25:59.496, 22.527346, 19.760614, 21.756783
6/14/2013 21:25:59.529, 22.56093, 19.743652, 21.773197
6/14/2013 21:25:59.561, 22.46663, 19.710182, 21.845823
6/14/2013 21:25:59.595, 22.45715, 19.796738, 21.895432
6/14/2013 21:25:59.628, 22.452768, 19.816673, 21.930006
6/14/2013 21:25:59.661, 22.521444, 19.834276, 21.925491
6/14/2013 21:25:59.695, 22.601358, 19.903595, 22.001644
6/14/2013 21:25:59.728, 22.630978, 19.860455, 22.081182
6/14/2013 21:25:59.762, 22.648129, 19.946735, 22.14881
6/14/2013 21:25:59.795, 22.611618, 19.852468, 22.198526
6/14/2013 21:25:59.828, 22.684475, 19.93249, 22.233803
6/14/2013 21:25:59.861, 22.629238, 19.961437, 22.290894
6/14/2013 21:25:59.895, 22.624306, 19.923166, 22.359514
6/14/2013 21:25:59.928, 22.541132, 19.932873, 22.452888
6/14/2013 21:25:59.961, 22.487589, 19.965715, 22.482925
6/14/2013 21:25:59.995, 22.53803, 19.922813, 22.506685
6/14/2013 21:25:59.28, 22.624693, 19.902, 22.594398
6/14/2013 21:25:59.63, 22.57803, 19.80923, 22.616413
6/14/2013 21:25:59.94, 22.63187, 19.844332, 22.64699
6/14/2013 21:25:59.128, 22.540472, 19.744642, 22.743002
6/14/2013 21:26:0.162, 22.542841, 19.714718, 22.788315
6/14/2013 21:26:0.194, 22.547491, 19.647259, 22.844166
6/14/2013 21:26:0.228, 22.622324, 19.6637, 22.929539
6/14/2013 21:26:0.262, 22.600737, 19.713478, 22.956947
6/14/2013 21:26:0.295, 22.65375, 19.637291, 22.9433
6/14/2013 21:26:0.328, 22.627865, 19.628716, 22.94735
6/14/2013 21:26:0.362, 22.685608, 19.65571, 22.938692
6/14/2013 21:26:0.395, 22.701794, 19.68336, 23.017588
6/14/2013 21:26:0.428, 22.680176, 19.741652, 23.001314
6/14/2013 21:26:0.463, 22.743187, 19.749517, 23.007051
6/14/2013 21:26:0.496, 22.779549, 19.7325, 23.053787
6/14/2013 21:26:0.528, 22.828802, 19.695574, 23.144957
6/14/2013 21:26:0.562, 22.74701, 19.59686, 23.132511
6/14/2013 21:26:0.596, 22.784937, 19.512636, 23.19956
6/14/2013 21:26:0.628, 22.765982, 19.535503, 23.194344
6/14/2013 21:26:0.662, 22.68392, 19.585375, 23.274395
6/14/2013 21:26:0.694, 22.718422, 19.578442, 23.34763
6/14/2013 21:26:0.728, 22.751904, 19.608885, 23.419102
6/14/2013 21:26:0.762, 22.789473, 19.573917, 23.406101
6/14/2013 21:26:0.795, 22.809658, 19.637367, 23.414507
6/14/2013 21:26:0.828, 22.794447, 19.665098, 23.49358
6/14/2013 21:26:0.863, 22.810482, 19.574533, 23.568644
6/14/2013 21:26:0.895, 22.827473, 19.636477, 23.594984
6/14/2013 21:26:0.928, 22.813053, 19.72118, 23.641914
6/14/2013 21:26:0.963, 22.763296, 19.780855, 23.715673
6/14/2013 21:26:0.996, 22.82163, 19.876526, 23.742239
6/14/2013 21:26:0.27, 22.899666, 19.803122, 23.839659
6/14/2013 21:26:0.62, 22.867409, 19.796886, 23.8987
6/14/2013 21:26:0.93, 22.807226, 19.815645, 23.919445
6/14/2013 21:26:0.127, 22.8425, 19.834219, 23.996267
6/14/2013 21:26:1.160, 22.818544, 19.741661, 24.047756
6/14/2013 21:26:1.194, 22.87302, 19.83252, 24.10975
6/14/2013 21:26:1.227, 22.875034, 19.765434, 24.133846
6/14/2013 21:26:1.260, 22.922735, 19.697802, 24.18726
6/14/2013 21:26:1.293, 22.827497, 19.694944, 24.172588
6/14/2013 21:26:1.327, 22.853636, 19.725857, 24.240183
6/14/2013 21:26:1.360, 22.878603, 19.651146, 24.24626
6/14/2013 21:26:1.394, 22.788357, 19.655273, 24.238499
6/14/2013 21:26:1.428, 22.704124, 19.607464, 24.309708
6/14/2013 21:26:1.460, 22.7796, 19.557877, 24.36233
6/14/2013 21:26:1.495, 22.76407, 19.577074, 24.394138
6/14/2013 21:26:1.527, 22.839592, 19.512363, 24.444527
6/14/2013 21:26:1.560, 22.863792, 19.494972, 24.527805
6/14/2013 21:26:1.593, 22.841526, 19.46368, 24.610756
6/14/2013 21:26:1.627, 22.838537, 19.555752, 24.70539
6/14/2013 21:26:1.661, 22.78569, 19.51892, 24.797695
6/14/2013 21:26:1.694, 22.864777, 19.554735, 24.883793
6/14/2013 21:26:1.727, 22.833162, 19.637709, 24.89236
6/14/2013 21:26:1.760, 22.819202, 19.560255, 24.906914
6/14/2013 21:26:1.793, 22.816761, 19.654682, 24.904884
6/14/2013 21:26:1.827, 22.861494, 19.728132, 24.958233
6/14/2013 21:26:1.860, 22.91823, 19.717432, 24.960697
6/14/2013 21:26:1.894, 22.82519, 19.802942, 25.012188
6/14/2013 21:26:1.927, 22.914598, 19.771452, 25.019043
6/14/2013 21:26:1.961, 22.895182, 19.806631, 25.016306
6/14/2013 21:26:1.995, 22.841192, 19.773691, 25.074162
6/14/2013 21:26:1.30, 22.819864, 19.764242, 25.132864
6/14/2013 21:26:1.61, 22.915743, 19.694452, 25.172888
6/14/2013 21:26:1.95, 22.882774, 19.639578, 25.22105
6/14/2013 21:26:1.129, 22.805515, 19.636316, 25.260948
6/14/2013 21:26:2.162, 22.718504, 19.647255, 25.246689
6/14/2013 21:26:2.194, 22.697525, 19.595879, 25.242506
6/14/2013 21:26:2.229, 22.669586, 19.570148, 25.265457
6/14/2013 21:26:2.262, 22.627308, 19.621618, 25.250128
6/14/2013 21:26:2.295, 22.66785, 19.52588, 25.254946
6/14/2013 21:26:2.328, 22.762863, 19.519047, 25.322964
6/14/2013 21:26:2.361, 22.691156, 19.50929, 25.327074
6/14/2013 21:26:2.395, 22.66612, 19.449709, 25.42214
6/14/2013 21:26:2.429, 22.589186, 19.481644, 25.483944
6/14/2013 21:26:2.462, 22.631596, 19.53295, 25.555708
6/14/2013 21:26:2.498, 22.585577, 19.585995, 25.552776
6/14/2013 21:26:2.528, 22.585617, 19.576263, 25.639374
6/14/2013 21:26:2.561, 22.668715, 19.479128, 25.638903
6/14/2013 21:26:2.595, 22.673346, 19.408857, 25.677895
6/14/2013 21:26:2.628, 22.611834, 19.443243, 25.670507
6/14/2013 21:26:2.661, 22.62288, 19.397226, 25.692932
6/14/2013 21:26:2.695, 22.660353, 19.412596, 25.7783
6/14/2013 21:26:2.728, 22.711016, 19.462097, 25.80354
6/14/2013 21:26:2.761, 22.78947, 19.478968, 25.862677
6/14/2013 21:26:2.795, 22.848635, 19.408815, 25.926428
6/14/2013 21:26:2.828, 22.748665, 19.488205, 25.995935
6/14/2013 21:26:2.861, 22.670504, 19.441011, 26.048052
6/14/2013 21:26:2.895, 22.593313, 19.410004, 26.129787
6/14/2013 21:26:2.928, 22.679405, 19.486877, 26.126474
6/14/2013 21:26:2.961, 22.609087, 19.542643, 26.106668
6/14/2013 21:26:2.996, 22.664875, 19.499186, 26.185722
6/14/2013 21:26:2.28, 22.577232, 19.578117, 26.210573
6/14/2013 21:26:2.61, 22.563717, 19.493017, 26.279245
6/14/2013 21:26:2.95, 22.55958, 19.541065, 26.355042
6/14/2013 21:26:2.128, 22.532866, 19.527475, 26.429298
6/14/2013 21:26:3.161, 22.437038, 19.612411, 26.432571
6/14/2013 21:26:3.195, 22.535069, 19.52345, 26.428036
6/14/2013 21:26:3.228, 22.600985, 19.504644, 26.500547
6/14/2013 21:26:3.261, 22.507917, 19.425203, 26.524424
6/14/2013 21:26:3.295, 22.503616, 19.39287, 26.586758
6/14/2013 21:26:3.328, 22.56662, 19.355356, 26.630217
6/14/2013 21:26:3.361, 22.552189, 19.322083, 26.685566
6/14/2013 21:26:3.395, 22.545303, 19.300097, 26.70711
6/14/2013 21:26:3.428, 22.568457, 19.209429, 26.806541
6/14/2013 21:26:3.461, 22.4832, 19.203905, 26.788774
6/14/2013 21:26:3.495, 22.502573, 19.214193, 26.79543
6/14/2013 21:26:3.528, 22.428885, 19.278301, 26.820103
6/14/2013 21:26:3.562, 22.469646, 19.277758, 26.891434
6/14/2013 21:26:3.595, 22.451868, 19.256973, 26.92097
6/14/2013 21:26:3.628, 22.436108, 19.256964, 26.912663
6/14/2013 21:26:3.661, 22.353426, 19.347496, 26.904593
6/14/2013 21:26:3.696, 22.453342, 19.383358, 26.923073
6/14/2013 21:26:3.728, 22.419708, 19.329397, 26.920443
6/14/2013 21:26:3.761, 22.504261, 19.245535, 26.949038
6/14/2013 21:26:3.794, 22.47273, 19.270685, 26.945202
6/14/2013 21:26:3.828, 22.444344, 19.244705, 26.956154
6/14/2013 21:26:3.861, 22.51779, 19.311121, 27.011663
6/14/2013 21:26:3.896, 22.444857, 19.339512, 27.009428
6/14/2013 21:26:3.928, 22.47329, 19.437176, 27.092287
6/14/2013 21:26:3.962, 22.46702, 19.432444, 27.092634
6/14/2013 21:26:3.994, 22.419891, 19.385103, 27.183393
6/14/2013 21:26:3.28, 22.360153, 19.34274, 27.23684
6/14/2013 21:26:3.61, 22.35939, 19.281967, 27.282078
6/14/2013 21:26:3.108, 22.360811, 19.237654, 27.268332
6/14/2013 21:26:3.128, 22.359388, 19.309214, 27.318295
6/14/2013 21:26:4.161, 22.33433, 19.258413, 27.339794
6/14/2013 21:26:4.195, 22.240839, 19.170458, 27.35842
6/14/2013 21:26:4.228, 22.15116, 19.2084, 27.37922
6/14/2013 21:26:4.263, 22.213852, 19.138758, 27.395737
6/14/2013 21:26:4.295, 22.260609, 19.201319, 27.414259
6/14/2013 21:26:4.328, 22.172794, 19.281605, 27.423603
6/14/2013 21:26:4.361, 22.159473, 19.319921, 27.448458
6/14/2013 21:26:4.395, 22.244816, 19.221378, 27.517128
6/14/2013 21:26:4.428, 22.314623, 19.29302, 27.575508
6/14/2013 21:26:4.463, 22.347818, 19.2681, 27.609194
6/14/2013 21:26:4.498, 22.393661, 19.26256, 27.676182
6/14/2013 21:26:4.528, 22.455904, 19.357195, 27.69468
6/14/2013 21:26:4.562, 22.449137, 19.446201, 27.690094
6/14/2013 21:26:4.595, 22.39966, 19.395052, 27.752234
6/14/2013 21:26:4.628, 22.382347, 19.390026, 27.744108
6/14/2013 21:26:4.663, 22.290907, 19.30378, 27.793648
6/14/2013 21:26:4.695, 22.197287, 19.390257, 27.82885
6/14/2013 21:26:4.728, 22.252554, 19.420708, 27.819933
6/14/2013 21:26:4.763, 22.191032, 19.363241, 27.857227
6/14/2013 21:26:4.795, 22.190346, 19.28687, 27.882116
6/14/2013 21:26:4.828, 22.126528, 19.339792, 27.954752
6/14/2013 21:26:4.864, 22.14795, 19.40111, 27.986052
6/14/2013 21:26:4.894, 22.201801, 19.486609, 27.991007
6/14/2013 21:26:4.928, 22.30022, 19.534529, 28.024761
6/14/2013 21:26:4.961, 22.383402, 19.619835, 28.120232
6/14/2013 21:26:4.998, 22.325708, 19.610046, 28.119593
6/14/2013 21:26:4.28, 22.350285, 19.65049, 28.114626
6/14/2013 21:26:4.63, 22.41531, 19.639473, 28.135458
6/14/2013 21:26:4.95, 22.402689, 19.628899, 28.22015
6/14/2013 21:26:4.128, 22.380045, 19.681786, 28.21827
6/14/2013 21:26:5.162, 22.345184, 19.717766, 28.278988
6/14/2013 21:26:5.195, 22.386059, 19.763203, 28.35689
6/14/2013 21:26:5.228, 22.371931, 19.682415, 28.366179
6/14/2013 21:26:5.261, 22.442217, 19.665543, 28.392933
6/14/2013 21:26:5.295, 22.408306, 19.652601, 28.47124
6/14/2013 21:26:5.328, 22.38786, 19.717455, 28.551275
6/14/2013 21:26:5.361, 22.310009, 19.731575, 28.565334
6/14/2013 21:26:5.394, 22.305573, 19.690811, 28.649998
6/14/2013 21:26:5.428, 22.303207, 19.604486, 28.659939
6/14/2013 21:26:5.462, 22.243336, 19.545622, 28.70949
6/14/2013 21:26:5.494, 22.282942, 19.564978, 28.798878
6/14/2013 21:26:5.529, 22.31157, 19.61417, 28.83699
6/14/2013 21:26:5.562, 22.241003, 19.551767, 28.87427
6/14/2013 21:26:5.595, 22.147066, 19.456188, 28.863886
6/14/2013 21:26:5.628, 22.231262, 19.424337, 28.953222
6/14/2013 21:26:5.661, 22.14311, 19.512629, 28.95469
6/14/2013 21:26:5.695, 22.13467, 19.611866, 29.035557
6/14/2013 21:26:5.728, 22.171532, 19.595419, 29.063126
6/14/2013 21:26:5.761, 22.116291, 19.649338, 29.14293
6/14/2013 21:26:5.795, 22.19918, 19.561874, 29.18091
6/14/2013 21:26:5.828, 22.152359, 19.50381, 29.236444
6/14/2013 21:26:5.862, 22.107714, 19.60007, 29.313284
6/14/2013 21:26:5.895, 22.170475, 19.56679, 29.35928
6/14/2013 21:26:5.929, 22.12948, 19.500313, 29.406677
6/14/2013 21:26:5.961, 22.153605, 19.505535, 29.415129
6/14/2013 21:26:5.16, 22.171783, 19.567509, 29.493702
6/14/2013 21:26:5.26, 22.153362, 19.63379, 29.528708
6/14/2013 21:26:5.59, 22.08191, 19.660599, 29.621107
6/14/2013 21:26:5.92, 22.124865, 19.73933, 29.634647
6/14/2013 21:26:6.126, 22.145292, 19.818775, 29.656876
6/14/2013 21:26:6.161, 22.156263, 19.844566, 29.722286
6/14/2013 21:26:6.192, 22.178972, 19.758507, 29.745306
6/14/2013 21:26:6.225, 22.256466, 19.764112, 29.74737
6/14/2013 21:26:6.259, 22.272892, 19.745344, 29.739714
6/14/2013 21:26:6.292, 22.307299, 19.77392, 29.7644
6/14/2013 21:26:6.325, 22.3507, 19.816696, 29.84683
6/14/2013 21:26:6.361, 22.427355, 19.850487, 29.837019
6/14/2013 21:26:6.392, 22.403053, 19.75714, 29.917486
6/14/2013 21:26:6.425, 22.364243, 19.672392, 29.960974
6/14/2013 21:26:6.459, 22.423515, 19.625944, 29.980951
6/14/2013 21:26:6.493, 22.46728, 19.651619, 30.129776
6/14/2013 21:26:6.526, 22.399902, 19.737547, 30.174646
6/14/2013 21:26:6.561, 22.452703, 19.64285, 30.16163
6/14/2013 21:26:6.592, 22.44999, 19.599699, 30.153147
6/14/2013 21:26:6.625, 22.365118, 19.620125, 30.143019
6/14/2013 21:26:6.661, 22.46371, 19.668087, 30.116863
6/14/2013 21:26:6.692, 22.542982, 19.704842, 30.036654
6/14/2013 21:26:6.726, 22.577274, 19.70661, 30.085766
6/14/2013 21:26:6.760, 22.57221, 19.68316, 30.034813
6/14/2013 21:26:6.792, 22.632462, 19.625053, 29.99086
6/14/2013 21:26:6.825, 22.660835, 19.57904, 30.099754
6/14/2013 21:26:6.859, 22.748236, 19.635946, 30.10953
6/14/2013 21:26:6.892, 22.701565, 19.670408, 30.040535
6/14/2013 21:26:6.926, 22.7048, 19.701025, 30.11615
6/14/2013 21:26:6.959, 22.77843, 19.7952, 30.187647
6/14/2013 21:26:6.993, 22.793982, 19.753712, 30.27541
6/14/2013 21:26:6.27, 22.873184, 19.811104, 30.192217
6/14/2013 21:26:6.59, 22.789175, 19.866877, 30.19278
6/14/2013 21:26:6.93, 22.694723, 19.941055, 30.251661
6/14/2013 21:26:7.126, 22.663431, 19.853592, 30.220543
6/14/2013 21:26:7.159, 22.596079, 19.875322, 30.15755
6/14/2013 21:26:7.192, 22.519213, 19.926336, 30.073254
6/14/2013 21:26:7.226, 22.534327, 19.95263, 30.04303
6/14/2013 21:26:7.267, 22.633238, 19.99774, 30.010363
6/14/2013 21:26:7.294, 22.722467, 19.973732, 30.051693
6/14/2013 21:26:7.330, 22.787685, 19.941189, 30.020178
6/14/2013 21:26:7.360, 22.79415, 19.956095, 30.080097
6/14/2013 21:26:7.392, 22.86583, 19.913977, 30.079851
6/14/2013 21:26:7.428, 22.842117, 19.934637, 30.153172
6/14/2013 21:26:7.459, 22.777798, 19.83898, 30.21097
6/14/2013 21:26:7.494, 22.697493, 19.8885, 30.186102
6/14/2013 21:26:7.528, 22.605453, 19.915411, 30.28196
6/14/2013 21:26:7.560, 22.679134, 19.853458, 30.252378
6/14/2013 21:26:7.593, 22.643488, 19.901869, 30.329008
6/14/2013 21:26:7.627, 22.651268, 19.924643, 30.281324
6/14/2013 21:26:7.659, 22.678637, 19.827677, 30.315231
6/14/2013 21:26:7.693, 22.763699, 19.926659, 30.411764
6/14/2013 21:26:7.727, 22.759966, 19.970936, 30.345291
6/14/2013 21:26:7.760, 22.851866, 20.02815, 30.44459
6/14/2013 21:26:7.793, 22.774645, 20.036022, 30.391024
6/14/2013 21:26:7.828, 22.818356, 20.031664, 30.468433
6/14/2013 21:26:7.859, 22.726582, 20.023617, 30.549208
6/14/2013 21:26:7.893, 22.645987, 19.987482, 30.497269
6/14/2013 21:26:7.927, 22.620785, 20.032719, 30.505001
6/14/2013 21:26:7.959, 22.550106, 20.049856, 30.542618
6/14/2013 21:26:7.994, 22.495327, 20.055147, 30.460367
6/14/2013 21:26:7.25, 22.551693, 20.034855, 30.52577
6/14/2013 21:26:7.57, 22.527447, 19.973635, 30.483418
6/14/2013 21:26:7.90, 22.501574, 19.880135, 30.58162
6/14/2013 21:26:8.125, 22.416065, 19.84686, 30.524786
6/14/2013 21:26:8.157, 22.384794, 19.856583, 30.586105
6/14/2013 21:26:8.191, 22.364304, 19.87132, 30.560259
6/14/2013 21:26:8.225, 22.399513, 19.952528, 30.537209
6/14/2013 21:26:8.258, 22.402548, 20.03356, 30.568132
6/14/2013 21:26:8.292, 22.439714, 19.958553, 30.515198
6/14/2013 21:26:8.326, 22.437069, 19.946493, 30.479727
6/14/2013 21:26:8.357, 22.496956, 19.950766, 30.564669
6/14/2013 21:26:8.391, 22.537388, 19.95975, 30.475842
6/14/2013 21:26:8.424, 22.439022, 19.926565, 30.562231
6/14/2013 21:26:8.458, 22.43914, 19.959923, 30.568
6/14/2013 21:26:8.491, 22.425575, 19.913448, 30.639645
6/14/2013 21:26:8.524, 22.388233, 19.908861, 30.649956
6/14/2013 21:26:8.558, 22.350414, 19.858702, 30.558676
6/14/2013 21:26:8.591, 22.36638, 19.816158, 30.546486
6/14/2013 21:26:8.624, 22.290237, 19.889582, 30.509441
6/14/2013 21:26:8.658, 22.335352, 19.956553, 30.60419
6/14/2013 21:26:8.692, 22.434822, 20.04663, 30.70121
6/14/2013 21:26:8.724, 22.473736, 20.025188, 30.796036
6/14/2013 21:26:8.758, 22.400028, 19.9603, 30.716152
6/14/2013 21:26:8.791, 22.49253, 19.8812, 30.800901
6/14/2013 21:26:8.824, 22.54825, 19.935154, 30.806337
6/14/2013 21:26:8.858, 22.541557, 19.97919, 30.887772
6/14/2013 21:26:8.891, 22.5244, 19.996851, 30.89309
6/14/2013 21:26:8.924, 22.563904, 19.912125, 30.830406
6/14/2013 21:26:8.957, 22.465025, 19.815067, 30.81532
6/14/2013 21:26:8.992, 22.490753, 19.899729, 30.81428
6/14/2013 21:26:8.26, 22.5526, 19.958841, 30.863659
6/14/2013 21:26:8.59, 22.48802, 19.972061, 30.923862
6/14/2013 21:26:8.94, 22.483486, 19.917877, 30.85468
6/14/2013 21:26:9.126, 22.462337, 19.921785, 30.841936
